PROV_CODE,PROV_NAM_T,Province_E,REGI_NAM_T,grid_id,grid_area,TMD_Region
32,สุรินทร์,Surin,ตะวันออกเ*,1668,590990774.152245,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1669,258815425.292373,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1706,521247851.197234,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1707,589778813.078555,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1708,344544375.469163,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1743,76509129.0085836,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1744,281147540.904538,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1745,437133722.931687,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1746,484921365.714059,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1747,349619861.211896,ตะวันออกเฉียงเหนือ
32,สุรินทร์,Surin,ตะวันออกเ*,1748,747570.597764414,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1552,20472937.2420609,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1553,48730220.1380448,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1554,70714880.8363088,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1555,21739865.5056795,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1591,94105272.9961603,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1592,589268253.048698,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1593,593365918.698145,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1594,558983838.560275,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1595,178439201.416439,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1630,187627732.155442,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1631,592186508.501673,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1632,592186508.501742,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1633,592185199.952711,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1634,197346247.937869,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1669,332175348.859014,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1670,590990774.152245,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1671,590990774.152307,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1672,478299795.340486,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1673,42802307.8997767,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1708,245234437.610109,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1709,589778813.078558,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1710,585151498.416654,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1711,377997890.009983,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1747,149258875.073562,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1748,441649357.161314,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1749,75546899.5284899,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1750,270312.706293977,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1786,16369106.0040009,ตะวันออกเฉียงเหนือ
33,ศรีสะเกษ,Sisaket,ตะวันออกเ*,1787,46618954.6994833,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1556,4330932.50406478,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1557,350151365.772297,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1558,44180242.8262997,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1595,369358208.441591,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1596,593376407.938904,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1597,573857265.045,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1598,123023136.334168,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1634,394840260.564742,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1635,592196976.893305,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1636,592185199.952673,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1637,213483613.394039,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1672,112689672.90429,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1673,548188466.253885,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1674,591001221.406083,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1675,590989468.24545,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1676,334343994.005409,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1710,4627314.66176407,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1711,211779619.842664,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1712,589778813.078581,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1713,589789238.907764,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1714,589777509.849834,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1715,157753071.477446,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1749,337751401.773887,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1750,588281806.797196,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1751,588553420.083534,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1752,588563824.250653,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1753,588552119.562549,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1754,290307662.318351,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1788,109613657.504893,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1789,401420905.938816,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1790,384806524.971973,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1791,587325065.769291,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1792,587313385.716396,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1793,460600391.96922,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1829,104497262.622387,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1830,585390819.344905,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1831,472933002.650211,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1832,84104069.3775029,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1869,373724961.503665,ตะวันออกเฉียงเหนือ
34,อุบลราชธานี,Ubon Ratchathani,ตะวันออกเ*,1870,223033762.951104,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1748,146156492.3263,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1749,175255118.783515,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1787,406577950.551351,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1788,344684106.946296,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1825,89535357.7799391,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1826,521943265.268521,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1827,340774965.38058,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1864,42746984.6906605,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1865,528995579.850557,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1866,545558189.281228,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1867,85588668.0163187,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1868,22124049.29269,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1904,91222307.6790606,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1905,506343744.060654,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1906,244584499.715198,ตะวันออกเฉียงเหนือ
35,ยโสธร,Yasothon,ตะวันออกเ*,1907,21536524.8486624,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1736,327099685.763058,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1737,264369770.459552,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1738,128014091.009789,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1775,554268448.952915,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1776,587313385.716389,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1777,581174500.323428,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1778,89475331.5762328,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1813,66542479.2089652,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1814,571202737.306732,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1815,586057361.795355,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1816,586058656.803644,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1817,514774566.033172,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1818,91086399.06791,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1852,68626998.8018506,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1853,583420052.388251,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1854,584788186.549548,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1855,584789478.753328,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1856,584789478.753291,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1857,158124675.163912,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1891,13276584.2457537,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1892,575267655.60801,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1893,583507293.245766,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1894,583508582.619142,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1895,583508582.619113,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1896,318714042.959654,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1931,371582829.128828,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1932,582209404.589643,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1933,562820789.35772,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1934,365214667.101498,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1935,177544242.837844,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1970,114013818.74459,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1971,257989624.967579,ตะวันออกเฉียงเหนือ
36,ชัยภูมิ,Chaiyaphum,ตะวันออกเ*,1972,123472189.281719,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1788,133016919.044465,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1789,185892479.791301,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1790,202508158.527796,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1827,245283691.415463,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1828,586057361.795375,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1829,481561394.171634,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1830,678197.524295376,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1866,39231289.4719393,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1867,499199518.525817,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1868,562665429.460344,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1869,82053194.6947551,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1907,216034761.57594,ตะวันออกเฉียงเหนือ
37,อำนาจเจริญ,Amnaj Charoen,ตะวันออกเ*,1908,41105307.7235026,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,1975,11945307.2847424,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2011,5741780.24416146,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2012,307485782.813063,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2013,481835676.820508,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2014,374527123.533201,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2050,19425149.7443474,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2051,470888800.18295,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2052,578240244.295022,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2053,95268019.0234277,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2089,89474329.4804956,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2090,565219654.72767,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2091,432592956.760089,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2092,35352732.3420598,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2128,13282058.6166434,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2129,411595983.1989,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2130,187865202.517456,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2168,13670313.081833,ตะวันออกเฉียงเหนือ
39,หนองบัวลำภู,Nong Bua Lamphu,ตะวันออกเ*,2169,9240287.32086894,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1779,1820702.46107478,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1780,9550290.95721249,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1781,102454813.235139,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1818,387123435.379763,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1819,556776324.764694,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1820,462933326.217769,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1857,426663511.375424,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1858,584789478.753329,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1859,394925472.316962,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1896,264793250.281138,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1897,583508582.61915,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1898,347790314.358773,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1933,19389901.7375448,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1934,216996023.996149,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1935,404665161.751771,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1936,582210691.095058,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1937,570079801.986439,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1938,161227048.656642,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1971,68802752.4451518,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1972,454678859.271356,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1973,580901271.801234,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1974,580899988.18938,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1975,568955964.498439,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1976,580901271.801193,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1977,508943895.635482,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,1978,106822.408401653,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2011,104131963.391454,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2012,235797212.454084,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2013,97740779.118515,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2014,201772357.385178,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2015,334758704.637377,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2016,214193580.408768,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2017,1572931.83107605,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2053,33841791.5624912,ตะวันออกเฉียงเหนือ
40,ขอนแก่น,Khon Kaen,ตะวันออกเ*,2054,19895914.7249507,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2014,3278255.70870454,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2015,244819031.99061,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2016,277594170.599874,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2017,197250158.302776,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2018,165120984.873535,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2053,449131711.443619,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2054,558345607.306087,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2055,578250466.171947,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2056,578155110.328824,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2057,380482445.407976,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2058,24485481.0516405,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2091,144295822.219461,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2092,541537321.385419,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2093,576890053.727418,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2094,576898976.96535,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2095,291049273.795055,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2096,304619.539868904,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2128,676702.652982107,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2129,12052907.7159666,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2130,387658298.771934,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2131,510744918.253879,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2132,557699521.183263,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2133,575533675.142965,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2134,399337585.171809,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2135,353858.521430622,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2167,35267195.0340451,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2168,558951522.290696,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2169,463913805.157185,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2170,95345868.0580774,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2171,291809486.064907,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2172,514295956.782003,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2173,505634707.896422,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2174,2324898.82441302,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2206,25162770.2123851,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2207,415597911.695251,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2208,93088795.5914589,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2210,17336264.4179524,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2211,8929345.62226925,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2212,8195575.63663178,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2213,2586648.96243771,ตะวันออกเฉียงเหนือ
41,อุดรธานี,Udon Thani,ตะวันออกเ*,2246,15841.1291342153,ตะวันออกเฉียงเหนือ
