"affiliation","term","vip","percent_vip","r_squared"
"สพป.ยโสธร เขต 2","Student Level",0.7408958119070682,25.362485431062552,5.7821271395026805
"สพป.ระนอง","Hard to Reach",2.787425307605662,70.01052234186197,37.19024596025814
"สพป.ระนอง","Infrastructure & Connectivity",0.029408605443215503,0.7386428697505812,37.19024596025814
"สพป.ระนอง","Poor Family",0.4610213376749958,11.579267998070618,37.19024596025814
"สพป.ระนอง","School Distance",2.4749556296969355,62.16236034566683,37.19024596025814
"สพป.ระนอง","School Size",7.670416718452662,100,37.19024596025814
"สพป.ระนอง","Student Level",0.7269825569743709,18.25929771403169,37.19024596025814
"สพป.ระยอง เขต 1","Infrastructure & Connectivity",1.2046099522362363,26.80764404338866,22.250476400517876
"สพป.ระยอง เขต 1","Poor Family",1.0104324881403397,22.486377786981507,22.250476400517876
"สพป.ระยอง เขต 1","School Distance",0.5665553543289296,12.608242395416765,22.250476400517876
"สพป.ระยอง เขต 1","School Size",12.475373387308892,100,22.250476400517876
"สพป.ระยอง เขต 1","Student Level",1.251249788812665,27.845576807319137,22.250476400517876
"สพป.ระยอง เขต 2","Infrastructure & Connectivity",1.9275950202727403,85.27392140740916,16.65141624601321
"สพป.ระยอง เขต 2","Poor Family",0.8050448949832134,35.61398238854193,16.65141624601321
"สพป.ระยอง เขต 2","School Distance",1.6734633610722256,74.03151680172964,16.65141624601321
"สพป.ระยอง เขต 2","School Size",4.1897933148950255,94.85568097771548,16.65141624601321
"สพป.ระยอง เขต 2","Student Level",2.2604742322841718,100,16.65141624601321
"สพป.ราชบุรี เขต 1","Infrastructure & Connectivity",1.0139693549007225,42.51100798855867,7.131747857946006
"สพป.ราชบุรี เขต 1","Poor Family",0.06215502183286766,2.605870302584026,7.131747857946006
"สพป.ราชบุรี เขต 1","School Distance",2.385192454560523,100,7.131747857946006
"สพป.ราชบุรี เขต 1","School Size",2.630164919275042,56.210299609191495,7.131747857946006
"สพป.ราชบุรี เขต 1","Student Level",1.2292119447629193,51.535126333837255,7.131747857946006
"สพป.ราชบุรี เขต 2","Infrastructure & Connectivity",0.7953643770175793,49.398022081114945,4.886196792586696
"สพป.ราชบุรี เขต 2","Poor Family",1.6101138132849457,100,4.886196792586696
"สพป.ราชบุรี เขต 2","School Distance",0.4988674083514106,30.983363053921256,4.886196792586696
"สพป.ราชบุรี เขต 2","School Size",1.4078308823414383,87.43673091464194,4.886196792586696
"สพป.ราชบุรี เขต 2","Student Level",0.9087395930299664,56.43946319396892,4.886196792586696
"สพป.ร้อยเอ็ด เขต 1","Infrastructure & Connectivity",0.8283133518739545,37.923418760884886,4.1235065783017815
"สพป.ร้อยเอ็ด เขต 1","Poor Family",0.8178324941859202,37.44356418148285,4.1235065783017815
"สพป.ร้อยเอ็ด เขต 1","School Distance",0.8537201729666205,39.08664221188954,4.1235065783017815
"สพป.ร้อยเอ็ด เขต 1","School Size",2.4201643677589515,64.71930486467033,4.1235065783017815
"สพป.ร้อยเอ็ด เขต 1","Student Level",2.1841737346958197,100,4.1235065783017815
"สพป.ร้อยเอ็ด เขต 2","Infrastructure & Connectivity",0.5283122794457445,17.340763704689234,2.8463235385960353
"สพป.ร้อยเอ็ด เขต 2","Poor Family",0.16332538987776501,5.360819922296392,2.8463235385960353
"สพป.ร้อยเอ็ด เขต 2","School Distance",3.046649435070037,100,2.8463235385960353
"สพป.ร้อยเอ็ด เขต 2","School Size",0.35298301290858936,6.409649684830279,2.8463235385960353
"สพป.ร้อยเอ็ด เขต 2","Student Level",0.9529743717905089,31.27942325168113,2.8463235385960353
"สพป.ร้อยเอ็ด เขต 3","Infrastructure & Connectivity",1.781098593619658,94.74681245717218,5.460032487925412
"สพป.ร้อยเอ็ด เขต 3","Poor Family",1.879850675108207,100,5.460032487925412
"สพป.ร้อยเอ็ด เขต 3","School Distance",0.034495991460233265,1.835038916495196,5.460032487925412
"สพป.ร้อยเอ็ด เขต 3","School Size",0.9191093399483706,42.94863075133922,5.460032487925412
"สพป.ร้อยเอ็ด เขต 3","Student Level",0.28717066928398993,15.276248964160942,5.460032487925412
"สพป.ลพบุรี เขต 1","Infrastructure & Connectivity",0.24536298536677606,8.5258834734812,11.695514850500345
"สพป.ลพบุรี เขต 1","Poor Family",1.8443393990445114,64.08718404814893,11.695514850500345
"สพป.ลพบุรี เขต 1","School Distance",2.8778599441330623,100,11.695514850500345
"สพป.ลพบุรี เขต 1","School Size",5.2282192080622245,94.19225107949602,11.695514850500345
